,loss,val_loss
0,0.00024249532725661993,0.0007142276153899729
1,0.0002596774138510227,0.000647585024125874
2,0.0002549743221607059,0.0006804055883549154
3,0.00024971540551632643,0.000646923843305558
4,0.0002473076747264713,0.0006656319019384682
5,0.0002442729310132563,0.0006354697979986668
6,0.00023123036953620613,0.0005373929161578417
7,0.00023123798018787056,0.0005509354523383081
8,0.00022916668967809528,0.000541230256203562
9,0.00021325366105884314,0.0006557315355166793
10,0.00023758785391692072,0.0005453713820315897
11,0.0002364148385822773,0.0005591059452854097
12,0.0002314670564373955,0.0005479385145008564
13,0.00022874564456287771,0.0004513325111474842
14,0.00022650537721347064,0.0005871258326806128
15,0.00021723441022913903,0.0005532390787266195
16,0.00022813638497609645,0.0005458297673612833
17,0.00022796135453972965,0.0005082727875560522
18,0.00022724010341335088,0.0005488324677571654
19,0.00022975321917328984,0.0005208044312894344
20,0.00022635748609900475,0.0005623110337182879
21,0.00022786830959375948,0.0005276151350699365
22,0.00022496435849461704,0.0005412294995039701
23,0.000225075549678877,0.0005350533756427467
24,0.00022374805121216923,0.0005342516233213246
25,0.00022553882445208728,0.0005579044809564948
26,0.00022469786927103996,0.0005374023457989097
27,0.0002225419448222965,0.0005341782234609127
28,0.00022525990789290518,0.0005779024795629084
29,0.0002241402107756585,0.0005189927760511637
